72
0	1	28	1	13
0	2	39	1	10
0	3	38	1	13
0	4	35	1	13
1	0	28	1	13
1	30	42	1	11
1	43	5	1	12
1	57	39	1	12
1	44	27	1	5
2	0	39	1	10
2	3	17	1	3
2	29	33	1	4
2	44	10	1	3
2	43	48	1	15
3	0	38	1	13
3	2	17	1	3
3	5	55	1	11
3	6	10	1	8
4	0	35	1	13
4	15	30	1	10
4	25	38	1	18
4	27	32	1	16
4	40	13	1	2
4	16	30	1	7
4	39	55	1	15
4	13	36	1	10
5	3	55	1	11
5	29	27	1	14
5	38	45	1	3
5	57	53	1	2
5	34	44	1	4
5	31	48	1	14
5	44	43	1	12
6	3	10	1	8
6	38	29	1	16
6	33	43	1	5
6	34	30	1	2
6	42	38	1	6
6	44	51	1	12
7	8	32	1	8
7	9	11	1	1
7	10	31	1	4
7	11	54	1	1
7	12	30	1	2
7	13	26	1	11
7	14	36	1	18
8	7	32	1	8
8	11	37	1	17
8	62	21	1	12
8	51	45	1	1
8	65	33	1	8
8	10	52	1	11
9	7	11	1	1
9	17	32	1	11
9	19	21	1	7
9	66	38	1	6
9	49	29	1	15
9	64	16	1	10
10	7	31	1	4
10	8	52	1	11
10	20	27	1	9
11	7	54	1	1
11	8	37	1	17
11	20	45	1	9
11	21	26	1	1
11	22	11	1	7
11	23	17	1	1
11	12	44	1	3
11	24	53	1	17
12	7	30	1	2
12	11	44	1	3
12	13	33	1	7
13	4	36	1	10
13	7	26	1	11
13	12	33	1	7
13	15	54	1	2
13	25	47	1	8
13	27	33	1	10
13	40	31	1	6
13	16	13	1	9
13	45	21	1	3
13	26	55	1	14
13	61	41	1	6
14	7	36	1	18
14	52	46	1	13
14	20	10	1	10
14	53	5	1	13
14	54	41	1	2
15	4	30	1	10
15	13	54	1	2
15	16	53	1	13
16	4	30	1	7
16	13	13	1	9
16	15	53	1	13
16	25	17	1	8
17	9	32	1	11
17	18	30	1	8
17	19	10	1	2
18	17	30	1	8
18	24	20	1	7
18	38	25	1	10
19	9	21	1	7
19	17	10	1	2
19	64	43	1	5
20	10	27	1	9
20	11	45	1	9
20	14	10	1	10
20	52	53	1	12
20	21	55	1	14
20	22	16	1	14
20	23	44	1	11
21	11	26	1	1
21	20	55	1	14
21	35	25	1	16
22	11	11	1	7
22	20	16	1	14
22	35	49	1	18
23	11	17	1	1
23	20	44	1	11
24	11	53	1	17
24	18	20	1	7
24	51	5	1	15
25	4	38	1	18
25	13	47	1	8
25	16	17	1	8
26	13	55	1	14
26	61	44	1	2
26	53	13	1	3
27	4	32	1	16
27	13	33	1	10
28	29	49	1	6
28	30	37	1	7
28	31	46	1	2
28	32	14	1	10
29	2	33	1	4
29	5	27	1	14
29	28	49	1	6
29	41	17	1	2
30	1	42	1	11
30	28	37	1	7
30	42	43	1	14
30	43	46	1	11
31	5	48	1	14
31	28	46	1	2
31	58	34	1	18
32	28	14	1	10
32	33	12	1	15
32	34	51	1	5
33	6	43	1	5
33	32	12	1	15
34	5	44	1	4
34	6	30	1	2
34	32	51	1	5
35	21	25	1	16
35	22	49	1	18
36	37	11	1	3
36	38	32	1	5
36	39	17	1	18
37	36	11	1	3
37	39	25	1	18
38	5	45	1	3
38	6	29	1	16
38	18	25	1	10
38	36	32	1	5
38	63	10	1	10
38	43	23	1	4
39	4	55	1	15
39	36	17	1	18
39	37	25	1	18
39	45	5	1	10
40	4	13	1	2
40	13	31	1	6
41	29	17	1	2
41	58	36	1	8
41	63	39	1	8
41	44	17	1	8
42	6	38	1	6
42	30	43	1	14
43	1	5	1	12
43	2	48	1	15
43	30	46	1	11
43	38	23	1	4
43	46	53	1	6
43	60	49	1	5
43	57	52	1	12
43	71	55	1	6
44	1	27	1	5
44	2	10	1	3
44	5	43	1	12
44	6	51	1	12
44	41	17	1	8
44	60	22	1	7
44	57	33	1	14
45	13	21	1	3
45	39	5	1	10
45	46	55	1	2
46	43	53	1	6
46	45	55	1	2
46	47	27	1	17
46	48	16	1	11
46	49	21	1	7
46	50	26	1	14
47	46	27	1	17
47	59	13	1	14
47	49	7	1	2
47	67	54	1	10
47	68	53	1	4
47	69	33	1	8
47	70	9	1	16
48	46	16	1	11
48	55	19	1	14
49	9	29	1	15
49	46	21	1	7
49	47	7	1	2
49	67	31	1	15
49	50	18	1	13
50	46	26	1	14
50	49	18	1	13
51	8	45	1	1
51	24	5	1	15
51	62	30	1	10
52	14	46	1	13
52	20	53	1	12
53	14	5	1	13
53	26	13	1	3
53	54	35	1	18
54	14	41	1	2
54	53	35	1	18
54	61	41	1	9
55	48	19	1	14
55	57	17	1	9
55	71	28	1	17
55	60	36	1	17
56	57	11	1	9
56	58	42	1	17
57	1	39	1	12
57	5	53	1	2
57	43	52	1	12
57	44	33	1	14
57	55	17	1	9
57	56	11	1	9
57	59	27	1	4
58	31	34	1	18
58	41	36	1	8
58	56	42	1	17
59	47	13	1	14
59	57	27	1	4
59	60	45	1	10
60	43	49	1	5
60	44	22	1	7
60	55	36	1	17
60	59	45	1	10
60	67	12	1	5
60	69	19	1	3
60	70	31	1	12
61	13	41	1	6
61	26	44	1	2
61	54	41	1	9
62	8	21	1	12
